Threshold,Net Profit %,Sharpe,Trades,Win Rate %
0.3,10.2275339157333,0.4715775627494296,238,52.10084033613446
0.35,14.516735147054582,0.5941948905234927,228,52.63157894736842
0.39999999999999997,15.183164519940838,0.6143659944497216,217,52.995391705069125
0.44999999999999996,13.878850459919123,0.5789570234652678,209,52.63157894736842
0.49999999999999994,17.46780363918048,0.6807933916881374,203,53.20197044334976
0.5499999999999999,12.327617030773519,0.5384886499814469,188,53.191489361702125
0.5999999999999999,4.82452665034625,0.3116837149952788,176,51.70454545454546
0.6499999999999999,4.849849737226042,0.31254358818747763,149,51.67785234899329
0.7,0.7142631145017786,0.16460858790169103,123,50.40650406504065
